date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:02	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:02%20GMT	https://maharshi98patel.wixsite.com/arish-technology/85af43ab.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/85af43ab.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:03	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:02%20GMT	https://maharshi98patel.wixsite.com/arish-technology/7010eb60.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/7010eb60.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:03	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:02%20GMT	https://maharshi98patel.wixsite.com/arish-technology/63767dfb.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/63767dfb.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:03	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:03%20GMT	https://maharshi98patel.wixsite.com/arish-technology/6ea7cb26.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/6ea7cb26.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:03	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:03%20GMT	https://maharshi98patel.wixsite.com/arish-technology/5af11dd2.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/5af11dd2.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:03	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:03%20GMT	https://maharshi98patel.wixsite.com/arish-technology/2a453020.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/2a453020.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:04	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:03%20GMT	https://maharshi98patel.wixsite.com/arish-technology/f4335005.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/f4335005.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:04	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:04%20GMT	https://maharshi98patel.wixsite.com/arish-technology/566bec70.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/566bec70.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:04	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:04%20GMT	https://maharshi98patel.wixsite.com/arish-technology/fc40122e.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/fc40122e.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
17:37:04	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Feb%202022%2012:07:04%20GMT	https://maharshi98patel.wixsite.com/arish-technology/45242c23.min.css	C:/My%20Web%20Sites/ArishTech/maharshi98patel.wixsite.com/arish-technology/45242c23.min.css	(from https://maharshi98patel.wixsite.com/arish-technology/index)
